property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,suncity heights,sector 54,3.85,16445.96,2341.0,Super Built up area 2341(217.49 sq.m.),3,3,3+,8.0,,Old Property,2341.0,,,0,1,0,0,0,0,67,780.3333333333334
flat,ambience creacions,sector 22,3.99,12912.62,3090.0,Super Built up area 3090(287.07 sq.m.),3,5,3+,3.0,,New Property,3090.0,,,0,1,0,0,0,2,102,1030.0
flat,rof ananda,sector 95,0.32,5828.78,549.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,9.0,North,Relatively New,,,549.174178,0,0,0,1,0,1,71,274.5
flat,godrej summit,sector 104,1.3,9027.78,1440.0,Super Built up area 1440(133.78 sq.m.),3,2,3+,16.0,,Relatively New,1440.0,,,1,0,1,1,0,1,0,480.0
flat,zara aavaas,sector 104,0.4,7029.88,569.0,Super Built up area 569(52.86 sq.m.),2,2,1,14.0,,Relatively New,569.0,,,0,0,0,0,0,0,38,284.5
flat,emaar gurgaon greens,sector 102,1.4,8484.85,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively New,1650.0,,1200.0,0,1,0,0,0,0,49,550.0
house,independent,sector 26,18.0,39840.64,4518.0,Plot area 502(419.74 sq.m.),5,4,3+,4.0,North,Moderately Old,,502.0,,1,1,1,1,0,1,113,903.6
flat,pyramid urban,sector 67a,0.62,11854.68,523.0,Carpet area: 523 (48.59 sq.m.),2,2,2,2.0,South,Relatively New,,,523.0,0,0,0,0,0,0,64,261.5
house,independent,sector 70a,2.1,3888.89,5400.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,,New Property,,,600.0,0,0,0,0,0,0,0,1800.0
flat,ramsons kshitij,sector 95,0.3,3157.89,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11.0,,Undefined,,950.0,552.0,0,0,0,0,0,0,0,475.0
flat,vatika the seven lamps,sector 82,1.0,5924.17,1688.0,Super Built up area 1435(133.32 sq.m.),2,2,2,11.0,South,Relatively New,1435.0,,,1,0,0,0,0,1,90,844.0
flat,smart world orchard,sector 61,2.3,14110.43,1630.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2.0,,Under Construction,1630.0,,,1,0,0,0,0,0,79,543.3333333333334
flat,greenopolis,sector 89,0.9,4699.74,1915.0,Built Up area: 1910 (177.44 sq.m.),3,3,0,14.0,,Under Construction,,1910.0,,0,0,0,0,0,0,67,638.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10039.84,1255.0,Super Built up area 1215(112.88 sq.m.),2,2,2,10.0,North,Relatively New,1215.0,,,0,0,0,0,0,0,108,627.5
house,independent,sector 46,2.25,2723.31,8262.0,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),4,3,3,3.0,North-East,Relatively New,,90.0,85.0,1,0,0,0,0,1,35,2065.5
flat,dlf the ultima,sector 81,2.45,11491.56,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,9.0,South-East,Relatively New,2132.0,1800.0,1500.0,0,1,0,0,0,1,174,710.6666666666666
flat,experion heartsong,dwarka expressway,1.08,6150.34,1756.0,Built Up area: 1758 (163.32 sq.m.),3,3,0,,,Under Construction,,1758.0,,0,0,0,0,0,0,0,585.3333333333334
flat,sbtl caladium,sector 109,1.2,6382.98,1880.0,Super Built up area 1880(174.66 sq.m.),3,2,2,8.0,South,Relatively New,1880.0,,,0,0,0,0,0,0,151,626.6666666666666
flat,tulip violet,sector 69,1.6,10139.42,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,South-West,Relatively New,1578.0,,,0,0,0,1,0,0,49,526.0
flat,corona optus,sector 37c,1.27,7203.63,1763.0,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),3,3,3,2.0,South,Relatively New,1763.0,,1410.0,1,0,0,0,1,0,49,587.6666666666666
flat,bestech park view residency,sector 2,1.5,7824.73,1917.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,10.0,North-East,Moderately Old,1920.0,,,0,1,0,0,0,0,93,639.0
house,emaar mgf marbella,sector 66,9.0,21251.48,4235.0,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),4,4,3+,,South-West,Relatively New,,5200.0,4235.0,0,1,1,1,0,1,114,1058.75
flat,signature global park,sohna road,0.56,6812.65,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,South,New Property,,,822.0,0,0,0,0,0,0,81,411.0
flat,pareena coban residences,sector 99a,1.6,8000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6.0,,Under Construction,2000.0,,,0,0,0,0,0,0,0,666.6666666666666
flat,tulip violet,sector 69,1.3,8285.53,1569.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-West,Relatively New,1568.0,,,0,0,0,1,0,0,86,523.0
flat,microtek greenburg,sector 86,1.45,9797.3,1480.0,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3,8.0,North-East,Relatively New,,1480.0,1050.0,0,0,0,0,0,2,72,493.3333333333333
flat,vatika gurgaon,sector 83,1.1,6162.46,1785.0,Super Built up area 1785(165.83 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,5.0,North-West,Relatively New,1785.0,1600.0,1500.0,0,0,0,0,0,1,96,595.0
flat,palam vihar society,sector 2,0.4,8602.15,465.0,Super Built up area 465(43.2 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,1,1,5.0,North,Moderately Old,465.0,450.0,425.0,0,0,0,0,0,1,39,465.0
flat,dlf carlton estate,sector 43,2.1,15418.5,1362.0,Super Built up area 1362(126.53 sq.m.),3,3,1,2.0,East,Old Property,1362.0,,,0,0,1,0,0,1,88,454.0
flat,umang winter hills,sector 77,0.92,5049.4,1822.0,Super Built up area 1822(169.27 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,17.0,North-East,Relatively New,1822.0,,1400.0,0,0,0,0,1,1,49,607.3333333333334
flat,emaar gurgaon greens,sector 102,1.38,13489.74,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,128,341.0
flat,shyam sadan,sector 3 phase 2,0.55,6470.59,850.0,Carpet area: 700 (65.03 sq.m.),2,2,1,4.0,West,Relatively New,,,700.0,1,0,0,0,0,1,69,425.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13928.57,1400.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,6.0,North-East,New Property,1852.0,,1400.0,0,0,0,1,0,1,174,466.6666666666667
flat,central park flower valley aqua front towers,sector 33,2.1,11738.4,1789.0,Super Built up area 1789(166.2 sq.m.),3,3,2,6.0,,Under Construction,1789.0,,,0,0,0,0,0,0,24,596.3333333333334
flat,signature global city 81,sector 81,0.8,14652.01,546.0,Carpet area: 546 (50.73 sq.m.),2,2,2,4.0,North,Under Construction,,,546.0,1,0,0,0,0,0,36,273.0
house,independent,sector 25,6.5,36111.11,1800.0,Plot area 200(167.23 sq.m.),4,3,3,3.0,,Moderately Old,,200.0,,1,0,0,1,0,0,19,450.0
flat,smart world orchard,sector 61,1.6,13913.04,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,East,New Property,,,1150.0,1,0,0,0,0,0,122,575.0
flat,hector trimurti heights,sector 39,1.5,6382.98,2350.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,Old Property,,,2350.0,0,1,0,0,0,2,49,587.5
house,independent,sector 28,11.75,41315.05,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,316.0,,1,1,1,0,0,1,54,711.0
flat,bestech altura,sector 79,2.69,12500.0,2152.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,3.0,,New Property,2150.0,,,0,1,0,0,0,0,49,717.3333333333334
flat,gls avenue 51,sector 92,0.45,6000.0,750.0,Carpet area: 750 (69.68 sq.m.),3,3,1,10.0,North-East,Relatively New,,,750.0,0,0,0,0,0,0,0,250.0
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.38,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.),4,4,3,2.0,South-West,Relatively New,1975.0,1800.0,,1,1,0,0,0,0,21,493.75
flat,sbtl caladium,sector 109,1.63,6404.72,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,2,8.0,North-West,Relatively New,2545.0,,,0,1,0,0,0,0,159,848.3333333333334
flat,shree vardhman victoria,sector 70,1.8,9230.77,1950.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,0.0,,New Property,,,1950.0,0,0,0,0,0,0,72,650.0
flat,m3m golf hills phase 1,sector 79,1.7,10828.03,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,10.0,,Undefined,,1570.0,1099.0,0,0,0,0,0,0,0,523.3333333333334
flat,vatika gurgaon,sector 83,1.4,6628.79,2112.0,Super Built up area 1735(161.19 sq.m.),3,3,2,7.0,,Relatively New,1735.0,,,0,0,0,0,0,1,74,704.0
flat,ramsons kshitij,sector 95,0.33,3909.95,844.0,Super Built up area 767(71.26 sq.m.),2,2,1,14.0,South,New Property,767.0,,,0,0,0,0,1,1,79,422.0
flat,emaar imperial gardens,sector 102,1.91,9550.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1228.17 sq.ft. (114.1 sq.m.),3,4,2,17.0,East,Relatively New,2000.0,,1228.17,1,1,0,0,0,1,152,666.6666666666666
flat,capital residences 360,sector 70a,1.64,8299.6,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1642 sq.ft. (152.55 sq.m.),3,3,3+,4.0,North-East,New Property,1976.0,1950.0,1642.0,0,1,0,0,0,0,144,658.6666666666666
flat,experion windchants,sector 112,3.65,11427.68,3194.0,Built Up area: 2800 (260.13 sq.m.),3,5,2,3.0,South-West,Relatively New,,2800.0,,0,1,0,0,0,0,72,1064.6666666666667
flat,tulip leaf,sector 69,2.07,11423.84,1812.0,Super Built up area 1812(168.34 sq.m.),3,3,3,16.0,South-West,Relatively New,1812.0,,,0,0,0,0,0,0,49,604.0
house,ss hibiscus,sector 50,12.25,20940.17,5850.0,Plot area 5850(543.48 sq.m.),5,7,3+,1.0,South-East,Relatively New,,5850.0,,1,1,0,1,1,1,160,1170.0
flat,smart world orchard,sector 61,1.41,12250.22,1151.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,2.0,,Under Construction,,1150.0,,1,0,0,0,0,0,76,575.5
flat,godrej nature plus,sector 33,1.75,8767.54,1996.0,Built Up area: 1996 (185.43 sq.m.),3,3,0,2.0,,Undefined,,1996.0,,0,0,0,0,0,0,56,665.3333333333334
flat,greenopolis,sector 89,0.8,6168.08,1297.0,Carpet area: 1297 (120.5 sq.m.),2,2,2,6.0,South,Under Construction,,,1297.0,0,0,0,0,0,0,44,648.5
house,independent,sector 21,0.6,6172.84,972.0,Plot area 108(90.3 sq.m.),3,3,2,3.0,,Old Property,,108.0,,0,0,0,0,0,0,0,324.0
flat,dlf new town heights,sector 90,1.3,6735.75,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,10.0,South,Relatively New,1930.0,1929.0,1928.0,0,1,0,1,0,1,129,643.3333333333334
flat,signature global synera,sector 81,0.5,7886.44,634.0,Carpet area: 634 (58.9 sq.m.),2,2,1,11.0,East,New Property,,,634.0,0,0,0,0,0,2,97,317.0
flat,ansal plaza,sector 2,1.0,10000.0,1000.0,Built Up area: 1000 (92.9 sq.m.),2,3,0,1.0,,Undefined,,1000.0,,0,0,0,0,0,0,0,500.0
flat,bptp astaire gardens,sector 70a,1.6,8658.01,1848.0,Super Built up area 1848(171.68 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),4,4,3,1.0,,Relatively New,1848.0,1600.0,1400.0,1,0,0,0,1,0,42,462.0
flat,emaar digihomes,sector 62,2.45,16002.61,1531.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,7.0,North-East,New Property,,1200.0,1000.0,1,0,0,0,0,2,174,765.5
flat,ss the leaf,sector 85,1.12,6451.61,1736.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),2,2,3,10.0,East,Relatively New,1741.0,1485.0,1335.0,0,0,0,0,1,0,49,868.0
flat,dnha cghs,sector 1,0.85,3863.64,2200.0,Built Up area: 2200 (204.39 sq.m.),3,3,0,5.0,,Undefined,,2200.0,,0,0,0,0,0,0,0,733.3333333333334
flat,godrej nature plus,sector 33,1.25,9025.27,1385.0,Built Up area: 1385 (128.67 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,17.0,,Undefined,,1385.0,1000.0,0,0,0,0,0,0,56,692.5
flat,ats kocoon,sector 109,2.22,10596.66,2095.0,Super Built up area 2095(194.63 sq.m.),3,3,3,20.0,East,Relatively New,2095.0,,,0,1,0,0,1,0,79,698.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.08,1852.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,9.0,South-East,New Property,1852.0,,1320.0,0,0,0,0,0,0,109,617.3333333333334
house,independent,sector 26,18.9,41832.67,4518.0,Plot area 502(419.74 sq.m.),6,8,2,3.0,North-East,Relatively New,,502.0,,1,1,1,1,0,1,120,753.0
house,emaar mgf marbella,sector 66,12.0,38095.24,3150.0,Plot area 350(292.64 sq.m.),5,6,3+,3.0,North-East,Relatively New,,350.0,,0,1,1,0,0,1,153,630.0
flat,ramsons kshitij,sector 95,0.45,4591.84,980.0,Super Built up area 980(91.04 sq.m.),2,2,1,2.0,,Relatively New,980.0,,,1,0,0,0,0,0,89,490.0
house,independent,sector 69,0.8,10484.93,763.0,Built Up area: 763 (70.89 sq.m.),1,1,0,1.0,,Undefined,,763.0,,0,0,0,0,0,0,0,763.0
flat,hcbs sports ville,sohna road,0.25,4166.67,600.0,Built Up area: 600 (55.74 sq.m.),1,1,1,12.0,,Relatively New,,600.0,,0,0,0,0,0,0,37,600.0
flat,m3m skywalk,sector 74,1.54,10814.61,1424.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,3+,15.0,South-East,Relatively New,1424.0,1200.0,1139.0,0,0,0,0,1,0,137,712.0
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,1440.0,Carpet area: 1440 (133.78 sq.m.),3,3,3+,3.0,,Under Construction,,,1440.0,0,0,0,1,0,0,51,480.0
flat,puri the aravallis,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3+,21.0,East,Under Construction,2250.0,,1249.65,0,1,0,0,0,0,58,750.0
flat,raheja navodaya,sector 92,0.85,4271.36,1990.0,Super Built up area 1990(184.88 sq.m.),3,3,3,2.0,North-West,Relatively New,1990.0,,,0,0,0,0,0,0,100,663.3333333333334
flat,today callidora,sector 73,1.0,7692.31,1300.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,13.0,,New Property,,,1300.0,0,0,0,0,0,0,0,650.0
flat,emaar mgf palm hills,sector 77,1.08,5400.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,4,3+,5.0,South-West,Relatively New,2000.0,,,1,1,0,0,1,1,167,666.6666666666666
house,independent,sector 103,2.25,6366.72,3534.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,5,3+,10.0,South,Undefined,,3534.0,2000.0,0,0,0,0,0,0,0,1178.0
flat,dlf new town heights,sector 90,1.6,6768.19,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,10.0,West,Relatively New,2364.0,,,0,1,0,1,0,0,88,591.0
house,independent,sector 105,0.55,10912.7,504.0,Built Up area: 56 (5.2 sq.m.),2,4,0,2.0,,Undefined,,56.0,,0,0,0,0,0,0,0,252.0
flat,signature global solera,sector 107,0.36,5980.07,602.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),2,2,1,7.0,North-West,Relatively New,602.0,598.0,546.0,0,0,0,0,1,0,49,301.0
flat,orris aster court,sector 85,0.93,5670.73,1640.0,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,8.0,,Relatively New,,1587.0,1250.0,0,0,0,0,0,0,0,546.6666666666666
house,independent,sector 43,5.5,19298.25,2850.0,Plot area 215(179.77 sq.m.)Built Up area: 2850 sq.yards (2382.96 sq.m.)Carpet area: 2250 sq.yards (1881.29 sq.m.),8,7,3+,3.0,East,Moderately Old,,2850.0,2250.0,1,1,0,1,1,1,123,356.25
flat,ss the leaf,sector 85,1.2,12371.13,970.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),2,2,2,4.0,East,Relatively New,1671.0,1190.0,970.0,0,1,1,0,0,0,81,485.0
flat,m3m golfestate,sector 65,5.0,18518.52,2700.0,Super Built up area 2979(276.76 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3,3,3+,28.0,North-East,Relatively New,2979.0,2800.0,2700.0,0,1,0,1,0,1,165,900.0
flat,shri banke bihari society,sector 56,1.35,9642.86,1400.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,4.0,,Old Property,1500.0,1450.0,1400.0,0,0,0,0,1,1,174,466.6666666666667
flat,signature global city,sector 37d,1.1,8800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),3,3,3,1.0,,Under Construction,,,1250.0,0,0,0,0,0,0,16,416.6666666666667
flat,ats tourmaline,sector 109,1.75,8139.53,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3,4,3+,7.0,North-East,Relatively New,2150.0,1797.0,,0,1,0,0,0,0,165,716.6666666666666
flat,zara aavaas,sector 104,0.49,6577.18,745.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,7.0,,Under Construction,745.0,,645.0,0,0,0,0,0,0,74,248.33333333333334
flat,emaar mgf the palm drive,sector 66,3.98,18090.91,2200.0,Super Built up area 2200(204.39 sq.m.),3,4,3+,2.0,South-East,Moderately Old,2200.0,,,0,1,0,0,0,1,123,733.3333333333334
flat,ss the leaf,sector 85,1.2,10452.96,1148.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,2.0,West,Relatively New,1640.0,,1148.0,0,0,1,0,0,0,156,574.0
flat,chd avenue,sector 71,1.2,7407.41,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,4.0,North,Relatively New,1620.0,,,0,0,0,0,1,1,49,540.0
flat,sbtl caladium,sector 109,1.26,6542.06,1926.0,Super Built up area 1880(174.66 sq.m.),3,2,3,8.0,North-East,Relatively New,1880.0,,,0,0,0,0,0,0,103,642.0
flat,vatika gurgaon,sector 83,1.42,8875.0,1600.0,Super Built up area 2390(222.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,7.0,South-West,Relatively New,2390.0,2000.0,1600.0,1,1,0,0,0,0,103,400.0
flat,bestech park view sanskruti,sector 92,1.83,7870.97,2325.0,Super Built up area 2325(216 sq.m.),4,3,3,8.0,East,New Property,2325.0,,,0,1,0,0,0,0,128,581.25
flat,godrej nature plus,sector 33,1.08,13122.72,823.0,Carpet area: 76.44,2,2,3,8.0,,Under Construction,,,76.44,0,0,0,0,0,0,56,411.5
house,independent,sector 43,2.55,13178.29,1935.0,Built Up area: 215 (179.77 sq.m.),3,3,2,3.0,,Relatively New,,215.0,,0,0,0,0,0,1,60,645.0
flat,sare homes,sector 92,1.25,6200.4,2016.0,Built Up area: 2040 (189.52 sq.m.),4,3,0,16.0,,Under Construction,,2040.0,,0,0,0,0,0,0,49,504.0
flat,unitech sunbreeze,sector 69,0.74,5501.86,1345.0,Super Built up area 1337(124.21 sq.m.),3,3,1,10.0,,Under Construction,1337.0,,,0,1,0,0,0,0,60,448.3333333333333
flat,emaar the palm drive,sector 66,3.9,18633.54,2093.0,Built Up area: 2200 (204.39 sq.m.),3,4,3,2.0,,Relatively New,,2200.0,,0,0,0,0,0,0,0,697.6666666666666
flat,sidhivinayak apartments,sector 55,1.9,10555.56,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,Moderately Old,,,1800.0,0,0,0,1,0,2,35,450.0
flat,experion the heartsong,sector 108,1.2,6825.94,1758.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1275.53 sq.ft. (118.5 sq.m.)Carpet area: 974.68 sq.ft. (90.55 sq.m.),3,3,3+,10.0,South,Relatively New,1758.0,1275.53,974.68,1,0,0,0,0,0,93,586.0
house,tulip yellow,sector 69,2.95,16388.89,1800.0,Plot area 200(167.23 sq.m.),4,3,2,3.0,North,New Property,,200.0,,0,0,0,1,1,2,111,450.0
house,ganpati heights apartment,sector 13,1.25,12077.29,1035.0,Plot area 115(7692.86 sq.m.),3,6,2,3.0,South-East,Old Property,,115.0,,0,0,0,0,1,0,7,345.0
house,uppal southend,sector 49,4.4,15277.78,2880.0,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,Moderately Old,,320.0,,1,1,1,1,0,2,110,480.0
house,bhim nagar society,sector 6,0.4,2500.0,1600.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,2,1.0,East,Undefined,,1600.0,800.0,0,0,0,0,0,0,0,400.0
flat,smart world orchard,sector 61,1.6,13913.04,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,0,16,575.0
flat,trisara our homes 3,sohna road,0.35,5564.39,629.0,Carpet area: 629 (58.44 sq.m.),2,2,1,2.0,North,New Property,,,629.0,0,0,0,0,0,0,74,314.5
flat,bestech altura,sector 79,1.85,8604.65,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,7.0,,New Property,2150.0,1650.0,1350.0,0,1,0,0,0,0,53,716.6666666666666
flat,shri banke bihari society,sector 56,1.37,9133.33,1500.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,North-East,Old Property,1500.0,1450.0,1400.0,0,0,0,0,1,0,174,500.0
house,sushant lok 1 builder floors,sector 43,1.65,3395.06,4860.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4,4,3+,4.0,West,Moderately Old,,540.0,500.0,0,0,0,0,1,2,49,1215.0
flat,la vida by tata housing,sector 113,2.4,10825.44,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1940 sq.ft. (180.23 sq.m.)Carpet area: 1730 sq.ft. (160.72 sq.m.),3,4,3+,5.0,North-East,Relatively New,2217.0,1940.0,1730.0,0,1,0,0,0,0,49,739.0
house,independent,sector 4,2.3,17011.83,1352.0,Plot area 160(133.78 sq.m.),4,4,3,2.0,East,Old Property,,160.0,,0,0,0,0,0,1,15,338.0
house,independent,sector 50,7.0,32407.41,2160.0,Built Up area: 240 (200.67 sq.m.),3,2,0,1.0,,Undefined,,240.0,,0,0,0,0,0,0,0,720.0
flat,ireo the corridors,sector 67a,1.7,9843.66,1727.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,10.0,North-East,New Property,1727.0,,1017.0,0,1,0,0,1,1,44,575.6666666666666
flat,imperia the esfera,sector 37c,1.4,5384.62,2600.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,5,3,9.0,North,Relatively New,2600.0,,2100.0,1,1,0,1,1,0,49,650.0
flat,godrej nature plus,sector 33,1.2,14371.26,835.0,Carpet area: 77.53,2,2,3,1.0,,New Property,,,77.53,0,0,0,0,0,0,65,417.5
flat,uphaar residency 2,sector 105,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),3,2,1,0.0,East,Moderately Old,,,750.0,0,0,0,0,1,0,7,250.0
house,independent,sector 12,0.38,4222.22,900.0,Plot area 900(83.61 sq.m.),3,3,3,3.0,,Relatively New,,900.0,,0,0,0,0,0,0,0,300.0
flat,aipl the peaceful homes,sector 70a,2.6,12009.24,2165.0,Carpet area: 2165 (201.14 sq.m.),3,2,2,12.0,,Moderately Old,,,2165.0,0,1,0,0,0,0,52,721.6666666666666
flat,professors enclave cghs,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3+,6.0,East,Moderately Old,2000.0,,,0,1,0,0,0,1,49,666.6666666666666
flat,sbtl caladium,sector 109,1.68,6601.18,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,7.0,East,Moderately Old,2545.0,,,0,1,0,0,0,0,134,848.3333333333334
flat,vipul world,sector 48,1.38,9484.54,1455.0,Carpet area: 1450 (134.71 sq.m.),3,3,1,2.0,,Relatively New,,,1450.0,0,0,0,0,0,0,60,485.0
flat,hsiidc sidco aravali,manesar,0.91,3516.23,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3+,8.0,East,Moderately Old,2588.0,1900.0,,0,1,0,0,0,0,23,862.6666666666666
flat,raheja revanta,sector 78,4.75,16885.89,2813.0,Built Up area: 2813 (261.34 sq.m.),3,3,2,31.0,,Under Construction,,2813.0,,0,1,0,0,0,0,100,937.6666666666666
house,independent,sector 104,0.6,5128.21,1170.0,Plot area 130(108.7 sq.m.),4,3,1,2.0,North,Moderately Old,,130.0,,0,0,0,0,0,0,0,292.5
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4510.76,1441.0,Super Built up area 1440.45(133.82 sq.m.),3,3,3,1.0,East,Moderately Old,1440.45,,,0,0,0,0,0,0,91,480.3333333333333
